"BF_ID";"SCHICHT_NR";"HOR_NR";"OTIEF";"UTIEF";"SW_HORIZ";"HORIZ";"BOART";"GROBBOD_F";"GROBBOD_K";"HUMUS";"KALK";"KOHLE";"SUBSTRART";"PH";"LD";"GEFUEGE";"SV";"STRAT";"STRAT_JUENGST_PRAEG";"STRAT_URSP";"GEOGEN";"HERK";"LAGE"
3266;3;9;10,00;11,00;"II";"mCv";"St2";"G";6;"h0";"c0";;"p-k(G)";;"Ld2";"koh";;"t";"t";;"p";"G";"LB"
3266;3;10;11,00;12,00;;"mCv";"St2";"G";6;"h0";"c0";;"p-k(G)";;"Ld2";"koh";;"t";"t";;"p";"G";"LB"
3266;3;11;12,00;20,00;;"mCv";"St2";"G";6;"h0";"c0";;"p-k(G)";;"Ld2";"koh";;"t";"t";;"p";"G";"LB"
3268;1;1;-0,50;0,00;;"O";"O";;1;"h7";"c0";;"og-O";;;;"SV3";"qh";"qh";;"og";"O";
3268;2;2;0,00;0,30;;"Aeh";"gS";"G";3;"h3";"c0";;"p-(k)ss(Sp,Lol)";;"Ld1";"sub";;"qp";"qp";;"p";"Sp,Lol";"LH"
3268;2;3;0,30;1,50;;"Ahe";"Su2";"G";3;"h2";"c0";;"p-(k)ls(Sp,Lol)";;"Ld1";"sub";;"qp";"qp";;"p";"Sp,Lol";"LH"
3268;2;4;1,50;3,00;;"Ae";"Su2";"G";3;"h1";"c0";;"p-(k)ls(Sp,Lol)";;"Ld1";"sub";;"qp";"qp";;"p";"Sp,Lol";"LH"
3268;2;5;3,00;3,50;;"Bsh";"Sl3";"G";3;"h2";"c0";;"p-(k)ls(Sp,Lol)";;"Ld1";"sub";;"qp";"qp";;"p";"Sp,Lol";"LH"
3268;3;6;3,50;5,00;"II";"Bhs";"Sl3";"G";4;"h1";"c0";;"p-kls(S)";;"Ld2";"sub";;"t";"t";;"p";"S";"LB"
3268;3;7;5,00;7,00;;"Bvs";"Sl3";"G";4;"h2";"c0";;"p-kls(S)";;"Ld2";"sub";;"t";"t";;"p";"S";"LB"
3268;4;8;7,00;11,00;"III";"imC";"St3";"G";6;"h1";"c0";;"s-k(G)";;"Ld2";"koh";;"t";"t";;"s";"G";
3268;5;9;11,00;14,00;"IV";"ilCn";"Ls4";"G";2;"h0";"c0";;"s-(k)ll(L)";;"Ld2";"koh";;"t";"t";;"s";"L";
3268;6;10;14,00;20,00;"V";"imC";"St3";"G";6;"h1";"c0";;"s-k(G)";;"Ld2";"koh";;"t";"t";;"s";"G";
3270;1;1;-0,30;0,00;;"O";"O";;1;"h7";"c0";;"og-O";;;;"SV3";"qh";"qh";;"og";"O";
3270;2;2;0,00;0,50;;"Ah";"Ut3";;1;"h3";"c0";;"p-lu(Lol)";;"Ld2";"kru";;"qp";"qp";;"p";"Lol";"LH"
3270;2;3;0,50;5,00;;"Sw";"Ut4";;1;"h1";"c0";;"p-tu(Lol)";;"Ld3";"sub";;"qp";"qp";;"p";"Lol";"LH"
3270;3;4;5,00;20,00;"II";"Sd";"Tu3";;1;"h1";"c0";;"p-ut(^Mo)";;"Ld4";"pri";;"t";"t";;"p";"^Mo";"LB"
3271;1;1;0,00;3,00;;"Ap";"Lu";;1;"h3";"c0";;"p-tu(Lol)";;"Ld3";"sub";;"qp";"qp";;"p";"Lol";"LH"
3271;1;2;3,00;5,00;;"Sw";"Lu";;1;"h1";"c0";;"p-tu(Lol)";;"Ld3";"sub";;"qp";"qp";;"p";"Lol";"LH"
3271;2;3;5,00;20,00;"II";"Sd";"Tu2";;1;"h0";"c0";;"p-lt(^Mo)";;"Ld4";"pri";;"t";"t";;"p";"^Mo";"LB"
3274;1;1;0,00;2,00;;"rAp";"Lu";"Gr";2;"h2";"c0";;"p-(z)tu(Lol)";;"Ld2";"sub";;"qp";"qp";;"p";"Lol";"LH"
3274;1;2;2,00;3,50;;"Sw-Bv";"Lu";"Gr";2;"h1";"c0";;"p-(z)tu(Lol)";;"Ld2";"sub";;"qp";"qp";;"p";"Lol";"LH"
3274;1;3;3,50;5,00;;"Bv-Sw";"Tu3";"Gr";2;"h1";"c0";;"p-(z)ut(Lol)";;"Ld2";"sub";;"qp";"qp";;"p";"Lol";"LH"
3274;2;4;5,00;6,50;"II";"Sw";"Tu3";"Gr";2;"h1";"c0";;"p-(z)ut(^Mo)";;"Ld2";"sub";;"t";"t";;"p";"^Mo";"LB"
3274;3;5;6,50;20,00;"III";"Sd";"Tl";"Gr";2;"h0";"c0";;"s-(z)lt(^Mo)";;"Ld3";"koh";;"t";"t";;"s";"^Mo";
3277;1;1;0,00;2,00;;"Ap";"Sl3";;1;"h4";"c0";;"p-ls(Lol,Sa)";;"Ld3";"sub";;"qp";"qp";;"p";"Lol,Sa";"LH"
3277;1;2;2,00;3,50;;"Ah-Bv";"Sl4";;1;"h2";"c0";;"p-sl(Lol,Sa)";;"Ld3";"sub";;"qp";"qp";;"p";"Lol,Sa";"LH"
3277;2;3;3,50;7,00;"II";"Bv1";"Ls4";;1;"h0";"c0";;"p-ll(Lol)";;"Ld4";"sub";;"qp";"qp";;"p";"Lol";"LM"
3277;2;4;7,00;11,00;;"Bv2";"Ls2";;1;"h0";"c0";;"p-ll(Lol)";;"Ld4";"pol";;"qp";"qp";;"p";"Lol";"LM"
3277;2;5;11,00;20,00;;"ilCn";"Ls2";;1;"h0";"c0";;"p-ll(Lol)";;"Ld4";"pol";;"qp";"qp";;"p";"Lol";"LM"
3278;1;1;-0,30;0,00;;"O";"O";;1;"h7";"c0";;"og-O";;;;"SV3";"qh";"qh";;"og";"O";
3278;2;2;0,00;0,30;;"Aeh";"Sl2";;1;"h3";"c0";;"p-ls(Sa,Lol)";;"Ld1";"ein";;"qp";"qp";;"p";"Sa,Lol";"LH"
3278;2;3;0,30;0,70;;"Bsv";"Su2";;1;"h1";"c0";;"p-ls(Sa,Lol)";;"Ld2";"ein";;"qp";"qp";;"p";"Sa,Lol";"LH"
3278;2;4;0,70;4,00;;"Bv";"Sl2";;1;"h0";"c0";;"p-ls(Sa,Lol)";;"Ld3";"ein";;"qp";"qp";;"p";"Sa,Lol";"LH"
3278;3;5;4,00;9,00;"II";"Bv";"fSms";;1;"h0";"c0";;"a-ss(Sa)";;"Ld3";"ein";;"qp";"qp";;"a";"Sa";
3278;3;6;9,00;20,00;;"ilCv";"fSms";;1;"h0";"c0";;"a-ss(Sa)";;"Ld3";"ein";;"qp";"qp";;"a";"Sa";
3316;1;1;-1,00;-0,80;;"O";"O";;1;"h7";"c0";;"og-O";;;;"SV2";"qh";"qh";;"og";"O";
3316;1;2;-0,80;-0,40;;"Of";"O";;1;"h7";"c0";;"og-O";;;;"SV3";"qh";"qh";;"og";"O";
3316;1;3;-0,40;0,00;;"Oh";"O";;1;"h7";"c0";;"og-O";;;;"SV3";"qh";"qh";;"og";"O";
3316;2;4;0,00;0,60;;"Aeh";"Ls2";"Gr";3;"h5";"c0";;"p-(z)ll(Lp)";;"Ld1";"sub";;"qp";"qp";;"p";"Lp";"LH"
3316;2;5;0,60;2,00;;"Aeh-Bsv";"Lu";"Gr";3;"h4";"c0";;"p-(z)tu(Lp)";;"Ld2";"sub";;"qp";"qp";;"p";"Lp";"LH"
3316;2;6;2,00;5,00;;"Bsv";"Ls2";"Gr";4;"h3";"c0";;"p-zll(Lp)";;"Ld2";"sub";;"qp";"qp";;"p";"Lp";"LH"
3316;2;7;5,00;7,50;;"Bv";"Slu";"Gr";4;"h2";"c0";;"p-zsl(Lp)";;"Ld3";"koh";;"qp";"qp";;"p";"Lp";"LH"
3316;3;8;7,50;13,00;"II";"imCv1";"Sl4";"Gr";6;"h0";"c0";;"p-z(+G)";;"Ld3";"koh";;"qp(pl)";"qp";"pl";"p";"+G";"LB"
3316;3;9;13,00;16,00;;"imCv2";"Sl4";"Gr";6;"h0";"c0";;"p-z(+G)";;"Ld3";"koh";;"qp(pl)";"qp";"pl";"p";"+G";"LB"
3316;4;10;16,00;20,00;"III";"imCv3";"St2";"Gr";6;"h0";"c0";;"c-z(+G)";;"Ld3";"ein";;"pl";"pl";;"c";"+G";
3317;1;1;0,00;2,00;;"Ap";"Sl3";"Gr";4;"h4";"c0";;"p-zls(Lp)";;"Ld1";"kru";;"qp";"qp";;"p";"Lp";"LH"
3317;1;2;2,00;7,00;;"Bv";"Sl4";"Gr";4;"h2";"c0";;"p-zsl(Lp)";;"Ld3";"sub";;"qp";"qp";;"p";"Lp";"LH"
3317;2;3;7,00;11,00;"II";"Bv-imCv";"Su2";"Gr";6;"h1";"c0";;"p-z(+G)";;"Ld3";"ein";;"qp(pl)";"qp";"pl";"p";"+G";"LB"
3317;2;4;11,00;13,00;;"imCv";"Su2";"Gr";6;"h1";"c0";;"p-z(+G)";;"Ld3";"koh";;"qp(pl)";"qp";"pl";"p";"+G";"LB"
3317;3;5;13,00;20,00;"III";"mCn";;;;;;;"n-+G";;;;;"pl";"pl";;"n";"+G";
3333;1;1;0,00;3,00;;"Ap";"Sl4";"Gr";3;"h2";"c0";;"p-(z)sl(Lp)";;"Ld3";;;"qp";"qp";;"p";"Lp";"LH"
3333;1;2;3,00;4,50;;"Sw-Bv";"Ls4";"Gr";3;"h1";"c0";;"p-(z)ll(Lp)";;"Ld3";"koh";;"qp";"qp";;"p";"Lp";"LH"
3333;1;3;4,50;7,00;;"Sd-ilCv";"Ls4";"Gr";4;"h1";"c0";;"p-zll(Lp)";;"Ld4";"koh";;"qp";"qp";;"p";"Lp";"LH"
3333;2;4;7,00;10,00;"II";"ilCvj";"Sl4";"Gr";3;"h0";"c0";;"p-(z)sl(*Gn)";;"Ld3";"koh";;"qp(pl)";"qp";"pl";"p";"*Gn";"LB"
3333;3;5;10,00;13,00;"III";"ilCj";"Sl3";"Gr";2;"h0";"c0";;"c-(z)ls(*Gn)";;"Ld3";"koh";;"pl";"pl";;"c";"*Gn";
3333;4;6;13,00;20,00;"IV";"mCn";;;;;;;"n-*Gn";;;;;"pl";"pl";;"n";"*Gn";
3334;1;1;-0,50;0,00;;"O";"O";;1;"h7";;;"og-O";;;;"SV3";"qh";"qh";;"og";"O";
3334;2;2;0,00;2,50;;"Ah";"Sl4";"Gr";3;"h3";"c0";;"p-(z)sl(Lp)";;"Ld2";"sub";;"qp";"qp";;"p";"Lp";"LH"
3334;2;3;2,50;3,70;;"Sw-Bv";"Ls4";"Gr";3;"h1";"c0";;"p-(z)ll(Lp)";;"Ld3";"sub";;"qp";"qp";;"p";"Lp";"LH"
3334;2;4;3,70;6,00;;"Bv-Sd";"Lts";"Gr";2;"h1";"c0";;"p-(z)tl(Lp)";;"Ld3";"sub";;"qp";"qp";;"p";"Lp";"LH"
3334;3;5;6,00;8,00;"II";"ilCv-Sd";"Ls4";"Gr";2;"h0";"c0";;"p-(z)ll(+G)";;"Ld3";"sub";;"qp(pl)";"qp";"pl";"p";"+G";"LB"
3334;3;6;8,00;10,00;;"Sd-ilCv";"Sl4";"Gr";2;"h0";"c0";;"p-(z)sl(+G)";;"Ld4";"sub";;"qp(pl)";"qp";"pl";"p";"+G";"LB"
3334;4;7;10,00;16,00;"III";"ilCv";"Sl3";"Gr";2;"h0";"c0";;"c-(z)ls(+G)";;"Ld3";"sub";;"pl";"pl";;"c";"+G";
3334;5;8;16,00;20,00;"IV";"mCn";;;;;;;"n-+G";;;;;"pl";"pl";;"n";"+G";
3341;1;1;-0,90;-0,60;;"L+Of";"O";;1;"h7";"c0";;"og-O";;;;"SV2";"qh";"qh";;"og";"O";
3341;1;2;-0,60;0,00;;"Oh";"O";;1;"h7";"c0";;"og-O";;;;"SV3";"qh";"qh";;"og";"O";
3341;2;3;0,00;0,30;;"Aeh";"Ls4";"X";4;"h5";"c0";;"p-nll(*Gn,Lol)";;"Ld1";"sub";;"qp";"qp";;"p";"*Gn,Lol";"LH"
3341;2;4;0,30;0,80;;"Ahe";"Ls4";"X";4;"h4";"c0";;"p-nll(*Gn,Lol)";;"Ld1";"sub";;"qp";"qp";;"p";"*Gn,Lol";"LH"
3341;2;5;0,80;1,30;;"Bsh";"Ls4";"X";4;"h4";"c0";;"p-nll(*Gn,Lol)";;"Ld1";"sub";;"qp";"qp";;"p";"*Gn,Lol";"LH"
3341;2;6;1,30;2,50;;"Bhs";"Sl4";"X";4;"h4";"c0";;"p-nsl(*Gn,Lol)";;"Ld1";"sub";;"qp";"qp";;"p";"*Gn,Lol";"LH"
3341;3;7;2,50;3,50;"II";"Bsv";"Sl3";"Gr";5;"h3";"c0";;"p-lsz(*Gn)";;"Ld1";"sub";;"qp(pl)";"qp";"pl";"p";"*Gn";"LB"
3341;3;8;3,50;5,00;;"Bv-ilCv1";"Su3";"Gr";5;"h2";"c0";;"p-usz(*Gn)";;"Ld1";"koh";;"qp(pl)";"qp";"pl";"p";"*Gn";"LB"
3341;3;9;5,00;8,00;;"Bv-ilCv2";"Sl4";"Gr";5;"h2";"c0";;"p-slz(*Gn)";;"Ld2";"koh";;"qp(pl)";"qp";"pl";"p";"*Gn";"LB"
3341;4;10;8,00;10,00;"III";"ilCv";"Sl4";"Gr";5;"h1";"c0";;"c-slz(*Gn)";;"Ld3";"koh";;"pl";"pl";;"c";"*Gn";
3341;5;11;10,00;20,00;"IV";"mCn";;;;;;;"n-*Gn";;;;;"pl";"pl";;"n";"*Gn";
3342;1;1;-1,00;-0,50;;"L+Of";"O";;1;"h7";"c0";;"og-O";;;;"SV2";"qh";"qh";;"og";"O";
3342;1;2;-0,50;0,00;;"Oh";"O";;1;"h7";"c0";;"og-O";;;;"SV3";"qh";"qh";;"og";"O";
3342;2;3;0,00;0,60;;"Ahe";"Su3";"X";5;"h3";"c0";;"p-usn(*Gn,Lol)";;"Ld1";"sub";;"qp";"qp";;"p";"*Gn,Lol";"LH"
3342;2;4;0,60;1,20;;"Aeh";"Sl3";"X";5;"h3";"c0";;"p-lsn(*Gn,Lol)";;"Ld1";"sub";;"qp";"qp";;"p";"*Gn,Lol";"LH"
3342;2;5;1,20;3,00;;"Bsh";"Sl2";"X";5;"h6";"c0";;"p-lsn(*Gn,Lol)";;"Ld1";"sub";;"qp";"qp";;"p";"*Gn,Lol";"LH"
3342;3;6;3,00;5,00;"II";"Bhs";"Sl2";"X";5;"h4";"c0";;"p-lsn(*Gn)";;"Ld1";"sub";;"qp(pl)";"qp";"pl";"p";"*Gn";"LB"
3342;4;7;5,00;10,00;"III";"Bv-ilCv";"Su4";"Gr";5;"h1";"c0";;"c-usz(*Gn)";;"Ld2";"sub";;"pl";"pl";;"c";"*Gn";
3342;5;8;10,00;20,00;"IV";"mCn";;;;;;;"n-*Gn";;;;;"pl";"pl";;"n";"*Gn";
3343;1;1;-0,80;-0,30;;"L+Of";"O";;1;"h7";"c0";;"og-O";;;;"SV2";"qh";"qh";;"og";"O";
3343;1;2;-0,30;0,00;;"Oh";"O";;1;"h7";"c0";;"og-O";;;;"SV3";"qh";"qh";;"og";"O";
3343;2;3;0,00;0,30;;"Ahe";"Ls3";"X";3;"h6";"c0";;"p-(n)ll(*Gn,Lol)";;"Ld1";"sub";;"qp";"qp";;"p";"*Gn,Lol";"LH"
3343;2;4;0,30;0,60;;"Bhs";"Ls2";"X";3;"h5";"c0";;"p-(n)ll(*Gn,Lol)";;"Ld1";"sub";;"qp";"qp";;"p";"*Gn,Lol";"LH"
3343;2;5;0,60;2,10;;"Bsv1";"Sl4";"X";4;"h4";"c0";;"p-nsl(*Gn,Lol)";;"Ld1";"sub";;"qp";"qp";;"p";"*Gn,Lol";"LH"
3343;2;6;2,10;3,20;;"Bsv2";"Sl4";"X";5;"h3";"c0";;"p-sln(*Gn,Lol)";;"Ld1";"sub";;"qp";"qp";;"p";"*Gn,Lol";"LH"
3343;3;7;3,20;5,60;"II";"Bv-ilCv";"Sl3";"X";5;"h3";"c0";;"p-lsn(*Gn)";;"Ld1";"koh";;"qp(pl)";"qp";"pl";"p";"*Gn";"LB"
3343;4;8;5,60;7,20;"III";"ilCv";"Su3";"X";5;"h2";"c0";;"c-usn(*Gn)";;"Ld2";"koh";;"pl";"pl";;"c";"*Gn";
3343;5;9;7,20;20,00;"IV";"mCn";;;;;;;"n-*Gn";;;;;"pl";"pl";;"n";"*Gn";
3344;1;1;-0,90;-0,30;;"L+Of";"O";;1;"h7";"c0";;"og-O";;;;"SV2";"qh";"qh";;"og";"O";
3344;1;2;-0,30;0,00;;"Oh";"O";;1;"h7";"c0";;"og-O";;;;"SV3";"qh";"qh";;"og";"O";
3344;2;3;0,00;0,05;;"Aeh";"Ls4";"X";4;"h5";"c0";;"p-nll(*Gn,Lol)";;"Ld1";"kru";;"qp";"qp";;"p";"*Gn,Lol";"LH"
3344;2;4;0,05;0,70;;"Bsh";"Ls4";"X";4;"h5";"c0";;"p-nll(*Gn,Lol)";;"Ld1";"kru";;"qp";"qp";;"p";"*Gn,Lol";"LH"
3344;2;5;0,70;1,50;;"Bvs";"Sl4";"X";4;"h4";"c0";;"p-nsl(*Gn,Lol)";;"Ld1";"kru";;"qp";"qp";;"p";"*Gn,Lol";"LH"
3344;2;6;1,50;3,00;;"Bv";"Sl4";"X";4;"h3";"c0";;"p-nsl(*Gn,Lol)";;"Ld1";"sub";;"qp";"qp";;"p";"*Gn,Lol";"LH"
3344;3;7;3,00;5,00;"II";"Bv-ilCv1";"Sl2";"X";5;"h2";"c0";;"p-lsn(*Gn)";;"Ld2";"sub";;"qp(pl)";"qp";"pl";"p";"*Gn";"LB"
3344;3;8;5,00;7,00;;"Bv-ilCv2";"Sl2";"X";5;"h2";"c0";;"p-lsn(*Gn)";;"Ld2";"ein";;"qp(pl)";"qp";"pl";"p";"*Gn";"LB"
3344;4;9;7,00;15,00;"III";"ilCv";"Sl3";"X";5;"h2";"c0";;"c-lsn(*Gn)";;"Ld3";"ein";;"pl";"pl";;"c";"*Gn";
3344;5;10;15,00;20,00;"IV";"mCn";;;;;;;"n-*Gn";;;;;"pl";"pl";;"n";"*Gn";
3345;1;1;0,00;4,00;;"Ah-Sw";"Ls2";"Gr";3;"h2";"c0";;"p-(z)ll(+Kr,Lol)";;"Ld2";"sub";;"qp";"qp";;"p";"+Kr,Lol";"LH"
3345;2;2;4,00;6,00;"II";"ilCv-Sd";"Lt2";"Gr";3;"h1";"c0";;"p-(z)ll(+Kr)";;"Ld3";"sub";;"qp(pl)";"qp";"pl";"p";"+Kr";"LB"
3345;3;3;6,00;8,00;"III";"ilCv";"Ls3";"Gr";4;"h0";"c0";;"c-zll(+Kr)";;"Ld4";"koh";;"pl";"pl";;"c";"+Kr";
3345;3;4;8,00;14,00;;"lCv2";"Ls3";"Gr";4;"h0";"c0";;"c-zll(+Kr)";;"Ld3";"koh";;"pl";"pl";;"c";"+Kr";
3345;4;5;14,00;20,00;"IV";"ilCvj";"Su3";"Gr";3;"h0";"c0";;"c-(z)us(+Kr)";;"Ld2";"koh";;"pl";"pl";;"c";"+Kr";
3346;1;1;-0,20;0,00;;"L+O";"O";;1;"h7";"c0";;"og-O";;;;"SV3";"qh";"qh";;"og";"O";
3346;2;2;0,00;1,00;;"Ah";"Ls3";"X";3;"h4";"c0";;"p-(n)ll(Lp)";;"Ld2";"sub";;"qp";"qp";;"p";"Lp";"LH"
3346;2;3;1,00;2,50;;"Sew";"Slu";"X";3;"h3";"c0";;"p-(n)sl(Lp)";;"Ld2";"sub";;"qp";"qp";;"p";"Lp";"LH"
3346;3;4;2,50;6,50;"II";"Sw";"Ls3";"X";5;"h1";"c0";;"p-lln(*Gn)";;"Ld3";"koh";;"qp(pl)";"qp";"pl";"p";"*Gn";"LB"
3346;4;5;6,50;10,00;"III";"Sw";"Sl4";"X";5;"h1";"c0";;"c-sln(*Gn)";;"Ld3";"koh";;"pl";"pl";;"c";"*Gn";
3346;5;6;10,00;12,50;"IV";"Sd";"Ls3";"Gr";4;"h1";"c0";;"c-zll(*Gn)";;"Ld4";"koh";;"pl";"pl";;"c";"*Gn";
3346;5;7;12,50;20,00;;"Sd-ilCv";"Sl2";"Gr";4;"h0";"c0";;"c-zls(*Gn)";;"Ld4";"koh";;"pl";"pl";;"c";"*Gn";
3347;1;1;0,00;1,00;;"Ah";"Ls3";"Gr";2;"h3";"c0";;"f-(z)ll(Lta(+Kr))";;"Ld1";"sub";;"qp,qh";"qp,qh";;"f";"Lta(+Kr)";
3347;1;2;1,00;2,00;;"Go-Ah";"Lt2";"Gr";2;"h3";"c0";;"f-(z)ll(Lta(+Kr))";;"Ld1";"sub";;"qp,qh";"qp,qh";;"f";"Lta(+Kr)";
3347;1;3;2,00;3,00;;"Gro";"Tu3";"Gr";2;"h3";"c0";;"f-(z)ut(Lta(+Kr))";;"Ld1";"pol";;"qp,qh";"qp,qh";;"f";"Lta(+Kr)";
3347;2;4;3,00;5,50;"II";"Gr1";"Lu";"Gr";2;"h2";"c0";;"f-(z)tu(Lta(+Kr))";;"Ld1";"koh";;"qp,qh";"qp,qh";;"f";"Lta(+Kr)";
3347;2;5;5,50;8,00;;"Gr2";"Slu";"Gr";2;"h1";"c0";;"f-(z)sl(Lta(+Kr))";;"Ld2";"koh";;"qp,qh";"qp,qh";;"f";"Lta(+Kr)";
3347;3;6;8,00;20,00;"III";"Gr";"St2";"Gr";2;"h1";"c0";;"f-(z)ls(Sta(+Kr))";;"Ld2";"ein";;"qp,qh";"qp,qh";;"f";"Sta(+Kr)";
3351;1;1;0,00;0,60;;"Ah";"Sl4";"Gr";3;"h5";"c0";;"uhg-(z)sl(*Gn)";;"Ld1";"sub";;"qp,qh";"qp,qh";;"uhg";"*Gn";
3351;1;2;0,60;1,70;;"Go-Ah";"Sl4";"Gr";3;"h4";"c0";;"uhg-(z)sl(*Gn)";;"Ld2";"sub";;"qp,qh";"qp,qh";;"uhg";"*Gn";
3351;1;3;1,70;2,70;;"Ah-Go1";"Sl4";"Gr";3;"h3";"c0";;"uhg-(z)sl(*Gn)";;"Ld2";"sub";;"qp,qh";"qp,qh";;"uhg";"*Gn";
3351;1;4;2,70;4,50;;"Ah-Go2";"Ls4";"Gr";3;"h3";"c0";;"uhg-(z)ll(*Gn)";;"Ld2";"sub";;"qp,qh";"qp,qh";;"uhg";"*Gn";
3351;1;5;4,50;6,50;;"Gro";"Ls3";"Gr";3;"h1";"c0";;"uhg-(z)ll(*Gn)";;"Ld3";"sub";;"qp,qh";"qp,qh";;"uhg";"*Gn";
3351;2;6;6,50;10,00;"II";"Gor";"Ls4";"Gr";3;"h1";"c0";;"uhg-(z)ll(*Gn)";;"Ld3";"koh";;"qp,qh";"qp,qh";;"uhg";"*Gn";
3351;2;7;10,00;12,50;;"Gr";"Ls4";"Gr";3;"h1";"c0";;"uhg-(z)ll(*Gn)";;"Ld4";"koh";;"qp,qh";"qp,qh";;"uhg";"*Gn";
3351;3;8;12,50;20,00;"III";"Gr";"Sl3";"Gr";4;"h1";"c0";;"uhg-zls(*Gn)";;"Ld3";"koh";;"qp,qh";"qp,qh";;"uhg";"*Gn";
3352;1;1;-0,30;-0,10;;"L+Of";"O";;1;"h7";"c0";;"og-O";;;;"SV2";"qh";"qh";;"og";"O";
3352;1;2;-0,10;0,00;;"Oh";"O";;1;"h7";"c0";;"og-O";;;;"SV3";"qh";"qh";;"og";"O";
3352;2;3;0,00;0,60;;"aAh";"Sl4";"Gr";3;"h4";"c0";;"uhg-(z)sl(*Gn)";;"Ld1";"sub";;"qp,qh";"qp,qh";;"uhg";"*Gn";
3352;2;4;0,60;1,70;;"Go-Ah";"Sl4";"Gr";3;"h4";"c0";;"uhg-(z)sl(*Gn)";;"Ld1";"sub";;"qp,qh";"qp,qh";;"uhg";"*Gn";
3352;2;5;1,70;2,70;;"Ah-Go1";"Sl4";"Gr";3;"h3";"c0";;"uhg-(z)sl(*Gn)";;"Ld2";"sub";;"qp,qh";"qp,qh";;"uhg";"*Gn";
3352;2;6;2,70;4,50;;"Ah-Go2";"Ls4";"Gr";3;"h3";"c0";;"uhg-(z)ll(*Gn)";;"Ld2";"sub";;"qp,qh";"qp,qh";;"uhg";"*Gn";
3352;2;7;4,50;6,50;;"Gro";"Ls3";"Gr";3;"h1";"c0";;"uhg-(z)ll(*Gn)";;"Ld2";"sub";;"qp,qh";"qp,qh";;"uhg";"*Gn";
3352;3;8;6,50;10,00;"II";"Gor";"Ls4";"Gr";3;"h1";"c0";;"uhg-(z)ll(*Gn)";;"Ld2";"koh";;"qp,qh";"qp,qh";;"uhg";"*Gn";
3352;3;9;10,00;12,50;;"Gr";"Ls4";"Gr";3;"h1";"c0";;"uhg-(z)ll(*Gn)";;"Ld3";"koh";;"qp,qh";"qp,qh";;"uhg";"*Gn";
3352;4;10;12,50;20,00;"III";"Gr";"Sl3";"Gr";4;"h1";"c0";;"uhg-zls(*Gn)";;"Ld3";"koh";;"qp,qh";"qp,qh";;"uhg";"*Gn";
3353;1;1;-0,20;-0,15;;"O";"O";;1;"h7";"c0";;"og-O";;;;"SV2";"qh";"qh";;"og";"O";
3353;1;2;-0,15;-0,10;;"Of";"O";;1;"h7";"c0";;"og-O";;;;"SV3";"qh";"qh";;"og";"O";
3353;1;3;-0,10;0,00;;"Oh";"O";;1;"h7";"c0";;"og-O";;;;"SV3";"qh";"qh";;"og";"O";
3353;2;4;0,00;3,00;;"Ae-Sw";"Su2";"Gr";5;"h2";"c0";;"p-lsz(+G,Lol)";;"Ld1";"sub";;"qp";"qp";;"p";"+G,Lol";"LH"
3353;3;5;3,00;4,00;"II";"Bhs-Sd";"Sl3";"Gr";5;"h2";"c0";;"p-lsz(+G)";;"Ld2";"koh";;"qp(pl)";"qp";"pl";"p";"+G";"LB"
3353;3;6;4,00;10,00;;"ilCv";"Su3";"Gr";5;"h2";"c0";;"p-usz(+G)";;"Ld2";"koh";;"qp(pl)";"qp";"pl";"p";"+G";"LB"
3353;4;7;10,00;20,00;"III";"mCn";;;;;;;"n-+G";;;;;"pl";"pl";;"n";"+G";
3355;1;1;0,00;1,00;;"aAh";"Us";"G";2;"h3";"c0";;"fo-(k)su(Lfo)";;"Ld2";"sub";;"qh";"qh";;"fo";"Lfo";
3355;1;2;1,00;2,50;;"aGo-M";"Slu";"G";2;"h3";"c0";;"fo-(k)sl(Lfo)";;"Ld2";"sub";;"qh";"qh";;"fo";"Lfo";
3355;1;3;2,50;4,50;;"aM-Go";"Slu";"G";2;"h3";"c0";;"fo-(k)sl(Lfo)";;"Ld2";"sub";;"qh";"qh";;"fo";"Lfo";
3355;2;4;4,50;6,50;"II";"aGo";"Ls2";"G";2;"h3";"c0";;"fo-(k)ll(Lfo)";;"Ld2";"sub";;"qh";"qh";;"fo";"Lfo";
3355;2;5;6,50;8,50;;"aGro";"Ls3";"G";3;"h2";"c0";;"fo-(k)ll(Lfo)";;"Ld3";"koh";;"qh";"qh";;"fo";"Lfo";
3355;3;6;8,50;10,00;"III";"aGor";"Slu";"G";2;"h1";"c0";;"fo-(k)sl(Lfo)";;"Ld3";"koh";;"qh";"qh";;"fo";"Lfo";
3355;3;7;10,00;12,00;;"aGr";"Slu";"G";2;"h1";"c0";;"fo-(k)sl(Lfo)";;"Ld3";"koh";;"qh";"qh";;"fo";"Lfo";
3355;4;8;12,00;20,00;"IV";"aGr";"Sl3";"G";2;"h0";"c0";;"f-(k)ls(Sf)";;"Ld3";"ein";;"qp,qh";"qp,qh";;"f";"Sf";
3357;1;1;0,00;1,00;;"aAh";"Slu";"G";2;"h3";"c0";;"fo-(k)sl(Lfo)";;"Ld2";"sub";;"qh";"qh";;"fo";"Lfo";
3357;1;2;1,00;2,50;;"aM1";"Su4";"G";2;"h3";"c0";;"fo-(k)us(Lfo)";;"Ld2";"sub";;"qh";"qh";;"fo";"Lfo";
