"BF_ID";"SCHICHT_NR";"HOR_NR";"OTIEF";"UTIEF";"SW_HORIZ";"HORIZ";"BOART";"GROBBOD_F";"GROBBOD_K";"HUMUS";"KALK";"KOHLE";"SUBSTRART";"PH";"LD";"GEFUEGE";"SV";"STRAT";"STRAT_JUENGST_PRAEG";"STRAT_URSP";"GEOGEN";"HERK";"LAGE"
86;1;1;0,00;3,00;;"tpAp";"Su2";;1;"h3";"c1";;"mp-ls(Spm)";"s0";"Ld2";"sub";;"qh";"qh";;"mp";"Spm";
86;1;2;3,00;7,00;;"tpGo";"Su2";;1;"h1";"c2";;"mp-(c)ls(Spm)";"a1";"Ld2";"sub";;"qh";"qh";;"mp";"Spm";
86;1;3;7,00;12,00;;"tpeGro";"Su2";;1;"h0";"c3";;"mp-cls(Spm)";"a1";"Ld3";"koh";;"qh";"qh";;"mp";"Spm";
86;1;4;12,00;20,00;;"tpeGr";"Su2";;1;"h0";"c3";;"mp-cls(Spm)";"a1";"Ld3";"koh";;"qh";"qh";;"mp";"Spm";
87;1;1;0,00;3,00;;"tpAp";"Us";;1;"h3";"c2";;"mp-(c)su(Upm)";"s0";"Ld2";"sub";;"qh";"qh";;"mp";"Upm";
87;1;2;3,00;7,00;;"tpeGo";"Us";;1;"h1";"c3";;"mp-csu(Upm)";"a1";"Ld2";"sub";;"qh";"qh";;"mp";"Upm";
87;1;3;7,00;12,00;;"tpeGor";"Us";;1;"h0";"c3";;"mp-csu(Upm)";"a1";"Ld3";"koh";;"qh";"qh";;"mp";"Upm";
87;1;4;12,00;20,00;;"tpeGr";"Us";;1;"h0";"c3";;"mp-csu(Upm)";"a1";"Ld3";"koh";;"qh";"qh";;"mp";"Upm";
88;1;1;0,00;1,00;;"tpAh";"Tu3";;1;"h3";"c0";;"mp-ut(Tpm)";"s1";"Ld2";"pol";;"qh";"qh";;"mp";"Tpm";
88;1;2;1,00;3,00;;"rtpAp";"Tu3";;1;"h3";"c2";;"mp-(c)ut(Tpm)";"s0";"Ld2";"pol";;"qh";"qh";;"mp";"Tpm";
88;1;3;3,00;7,00;;"tpeGo";"Tu3";;1;"h2";"c3";;"mp-cut(Tpm)";"a1";"Ld2";"pol";;"qh";"qh";;"mp";"Tpm";
88;1;4;7,00;12,00;;"tpeGor";"Tu3";;1;"h4";"c3";;"mp-cut(Tpm)";"a1";"Ld2";"koh";;"qh";"qh";;"mp";"Tpm";
88;1;5;12,00;20,00;;"tpeGr";"Tu3";;1;"h4";"c3";;"mp-cut(Tpm)";"a1";"Ld2";"koh";;"qh";"qh";;"mp";"Tpm";
89;1;1;0,00;3,00;;"tpAp";"Sl3";;1;"h3";"c0";;"mp-ls(Spm)";"s3";"Ld2";"sub";;"qh";"qh";;"mp";"Spm";
89;1;2;3,00;7,00;;"tpGo";"Sl3";;1;"h0";"c0";;"mp-ls(Spm)";"s3";"Ld2";"sub";;"qh";"qh";;"mp";"Spm";
89;1;3;7,00;12,00;;"tpGro";"Sl3";;1;"h0";"c2";;"mp-(c)ls(Spm)";"s2";"Ld2";"koh";;"qh";"qh";;"mp";"Spm";
89;1;4;12,00;20,00;;"tpeGr";"Sl3";;1;"h0";"c3";;"mp-cls(Spm)";"s1";"Ld2";"koh";;"qh";"qh";;"mp";"Spm";
90;1;1;0,00;2,50;;"Ap";"Ut4";;1;"h3";"c0";;"mp-tu(Upm)";;"Ld2";;;"qh";"qh";;"mp";"Upm";
90;1;2;2,50;7,90;;"eGo";"Ut4";;1;"h0";"c3";;"mp-ctu(Upm)";;"Ld3";;;"qh";"qh";;"mp";"Upm";
90;1;3;7,90;13,10;;"zGro";"Ut4";;1;"h0";"c3";;"mp-ctu(Upm)";;"Ld3";;;"qh";"qh";;"mp";"Upm";
90;2;4;13,10;18,00;"II";"zGor";"Tu4";;1;"h0";"c3";;"mp-cut(Tpm)";;"Ld3";;;"qh";"qh";;"mp";"Tpm";
90;2;5;18,00;20,00;;"zGr";"Tu4";;1;"h0";"c3";;"mp-cut(Tpm)";;"Ld3";;;"qh";"qh";;"mp";"Tpm";
91;1;1;0,00;1,50;;"Ah";"Tu4";;1;"h4";"c2";;"mp-(c)ut(Tpm)";;"Ld2";;;"qh";"qh";;"mp";"Tpm";
91;1;2;1,50;7,90;;"eGo";"Tu4";;1;"h0";"c3";;"mp-cut(Tpm)";;"Ld3";;;"qh";"qh";;"mp";"Tpm";
91;1;3;7,90;13,10;;"zGro";"Tu3";;1;"h0";"c3";;"mp-cut(Tpm)";;"Ld3";;;"qh";"qh";;"mp";"Tpm";
91;1;4;13,10;18,00;;"zGor";"Tu4";;1;"h0";"c3";;"mp-cut(Tpm)";;"Ld3";;;"qh";"qh";;"mp";"Tpm";
91;1;5;18,00;20,00;;"zGr";"Tu3";;1;"h0";"c3";;"mp-cut(Tpm)";;"Ld3";;;"qh";"qh";;"mp";"Tpm";
92;1;1;0,00;2,50;;"Ap";"Ut4";;1;"h3";"c0";;"mp-tu(Tpm)";;"Ld2";;;"qh";"qh";;"mp";"Tpm";
92;1;2;2,50;7,90;;"Go";"Tu4";;1;"h0";"c0";;"mp-ut(Tpm)";;"Ld3";;;"qh";"qh";;"mp";"Tpm";
92;1;3;7,90;13,10;;"zGro";"Tu4";;1;"h0";"c0";;"mp-ut(Tpm)";;"Ld3";;;"qh";"qh";;"mp";"Tpm";
92;1;4;13,10;18,00;;"zGor";"Tu4";;1;"h0";"c0";;"mp-ut(Tpm)";;"Ld3";;;"qh";"qh";;"mp";"Tpm";
92;1;5;18,00;20,00;;"zGr";"Tu3";;1;"h0";"c0";;"mp-ut(Tpm)";;"Ld3";;;"qh";"qh";;"mp";"Tpm";
93;1;1;0,00;1,50;;"Go-Ah";"Tu3";;1;"h4";"c0";;"mp-ut(Tpm)";;"Ld2";;;"qh";"qh";;"mp";"Tpm";
93;1;2;1,50;6,00;;"Go";"Tu3";;1;"h0";"c0";;"mp-ut(Tpm)";;"Ld3";;;"qh";"qh";;"mp";"Tpm";
93;1;3;6,00;11,00;;"zGro";"Tu3";;1;"h0";"c0";;"mp-ut(Tpm)";;"Ld3";;;"qh";"qh";;"mp";"Tpm";
93;1;4;11,00;20,00;;"zGr";"Tu3";;1;"h0";"c0";;"mp-ut(Tpm)";;"Ld3";;;"qh";"qh";;"mp";"Tpm";
99;1;1;0,00;1,00;;"tpoAh";"Tu3";;1;"h5";"c0";;"mp-ut(Tpm)";"s4";"Ld3";"sub";;"qh";"qh";;"mp";"Tpm";
99;1;2;1,00;2,50;;"tpoAh-Gro";"Tu3";;1;"h5";"c0";;"mp-ut(Tpm)";"s4";"Ld3";"sub";;"qh";"qh";;"mp";"Tpm";
99;2;3;2,50;6,00;"II";"nHw";"Hn";;1;"h7";"c0";;"og-Hn";"s3";;"koh";"SV3";"qh";"qh";;"og";"Hn";
99;2;4;6,00;12,00;;"nHr1";"Hn";;1;"h7";"c0";;"og-Hn";"s4";;"koh";"SV3";"qh";"qh";;"og";"Hn";
99;2;5;12,00;20,00;;"nHr2";"Hn";;1;"h7";"c0";;"og-Hn";"s4";;"koh";"SV3";"qh";"qh";;"og";"Hn";
100;1;1;0,00;1,00;;"tpoAh";"Tu2";;1;"h5";"c0";;"mp-lt(Tpm)";"s4";"Ld3";"sub";;"qh";"qh";;"mp";"Tpm";
100;1;2;1,00;3,00;;"rtpoAp";"Tu2";;1;"h5";"c0";;"mp-lt(Tpm)";"s4";"Ld3";"pol";;"qh";"qh";;"mp";"Tpm";
100;1;3;3,00;6,00;;"tpoGo";"Tu2";;1;"h5";"c0";;"mp-lt(Tpm)";"s4";"Ld3";"pol";;"qh";"qh";;"mp";"Tpm";
100;1;4;6,00;20,00;;"tpoGr";"Tu2";;1;"h5";"c0";;"mp-lt(Tpm)";"s5";"Ld3";"koh";;"qh";"qh";;"mp";"Tpm";
101;1;1;0,00;1,00;;"tpAh";"Tu3";;1;"h3";"c0";;"mp-ut(Tpm)";"s3";"Ld3";"sub";;"qh";"qh";;"mp";"Tpm";
101;1;2;1,00;3,00;;"rtpAp";"Tu3";;1;"h3";"c0";;"mp-ut(Tpm)";"s3";"Ld3";"sub";;"qh";"qh";;"mp";"Tpm";
101;1;3;3,00;4,00;;"tpGo-Sw";"Tu3";;1;"h2";"c0";;"mp-ut(Tpm)";"s3";"Ld3";"pol";;"qh";"qh";;"mp";"Tpm";
101;2;4;4,00;6,00;"II";"ftpGo°Sd";"Lt3";;1;"h2";"c0";;"mp-ut(Tpm)";"s3";"Ld4";"pri";;"qh";"qh";;"mp";"Tpm";
101;3;5;6,00;10,00;"III";"nHw";"Hn";;1;"h7";"c0";;"og-Hn";"s4";;"koh";"SV3";"qh";"qh";;"og";"Hn";
101;3;6;10,00;20,00;;"nHr";"Hn";;1;"h7";"c0";;"og-Hn";"s3";;"koh";"SV3";"qh";"qh";;"og";"Hn";
102;1;1;0,00;3,00;;"tpAp";"Tu3";;1;"h3";"c0";;"mp-ut(Tpm)";"s3";"Ld3";"sub";;"qh";"qh";;"mp";"Tpm";
102;1;2;3,00;4,00;;"tpGo-Sw";"Tu3";;1;"h2";"c0";;"mp-ut(Tpm)";"s2";"Ld3";"pol";;"qh";"qh";;"mp";"Tpm";
102;2;3;4,00;6,00;"II";"ftpGo°Sd";"Tu2";;1;"h2";"c0";;"mp-lt(Tpm)";"s2";"Ld4";"pri";;"qh";"qh";;"mp";"Tpm";
102;3;4;6,00;12,00;"III";"tpGo";"Tu3";;1;"h2";"c0";;"mp-ut(Tpm)";"s2";"Ld3";"koh";;"qh";"qh";;"mp";"Tpm";
102;3;5;12,00;20,00;;"tpGr";"Tu3";;1;"h2";"c0";;"mp-ut(Tpm)";"s2";"Ld3";"koh";;"qh";"qh";;"mp";"Tpm";
103;1;1;0,00;2,00;;"Go-Ah";"Tu2";;1;"h5";"c0";;"mp-lt(Tpm)";;"Ld2";;;"qh";"qh";;"mp";"Tpm";
103;1;2;2,00;6,00;;"Ah-Gro";"Tu2";;1;"h4";"c0";;"mp-lt(Tpm)";;"Ld3";;;"qh";"qh";;"mp";"Tpm";
103;2;3;6,00;9,00;"II";"nHr1";"Hn";;1;"h7";"c0";;"og-Hn";;;;"SV3";"qh";"qh";;"og";"Hn";
103;2;4;9,00;20,00;;"nHr2";"Hn";;1;"h7";"c0";;"og-Hn";;;;"SV3";"qh";"qh";;"og";"Hn";
104;1;1;0,00;2,50;;"Ap";"Ut4";;1;"h3";"c0";;"mp-tu(Upm)";;"Ld2";;;"qh";"qh";;"mp";"Upm";
104;1;2;2,50;7,90;;"eGo";"Ut4";;1;"h0";"c3";;"mp-ctu(Upm)";;"Ld3";;;"qh";"qh";;"mp";"Upm";
104;1;3;7,90;13,10;;"zGro";"Tu4";;1;"h0";"c3";;"mp-cut(Upm)";;"Ld3";;;"qh";"qh";;"mp";"Upm";
104;2;4;13,10;18,00;"II";"zGor";"Tu4";;1;"h0";"c3";;"mp-cut(Tpm)";;"Ld3";;;"qh";"qh";;"mp";"Tpm";
104;2;5;18,00;20,00;;"zGr";"Tu4";;1;"h0";"c3";;"mp-cut(Tpm)";;"Ld3";;;"qh";"qh";;"mp";"Tpm";
105;1;1;0,00;2,00;;"Ah";"Ut2";;1;"h3";"c0";;"mb-lu(Ubr)";;"Ld3";;;"qh";"qh";;"mb";"Ubr";
105;1;2;2,00;3,90;;"Go";"Ut2";;1;"h0";"c0";;"mb-lu(Ubr)";;"Ld3";;;"qh";"qh";;"mb";"Ubr";
105;1;3;3,90;7,90;;"Go";"Ut2";;1;"h0";"c0";;"mb-lu(Ubr)";;"Ld3";;;"qh";"qh";;"mb";"Ubr";
105;2;4;7,90;13,10;"II";"Go";"fSms";;1;"h0";"c0";;"f-ss(Sf)";;"Ld3";;;"qh";"qh";;"f";"Sf";
105;2;5;13,10;18,00;;"Gor";"fSms";;1;"h0";"c0";;"f-ss(Sf)";;"Ld3";;;"qh";"qh";;"f";"Sf";
105;2;6;18,00;20,00;;"Gr";"fSms";;1;"h0";"c0";;"f-ss(Sf)";;"Ld3";;;"qh";"qh";;"f";"Sf";
107;1;1;0,00;1,00;;"tpeFo";"Su3";;1;"h1";"c3";;"mp-cus(Swa)";"a2";"Ld2";"ein";;"qh";"qh";;"mp";"Swa";
107;1;2;1,00;20,00;;"tpeFr";"Su3";;1;"h1";"c3";;"mp-cus(Swa)";"a2";"Ld2";"ein";;"qh";"qh";;"mp";"Swa";
108;1;1;0,00;1,50;;"tpeFo";"Us";;1;"h2";"c3";;"mp-csu(Uwa)";"a1";"Ld2";"koh";;"qh";"qh";;"mp";"Uwa";
108;1;2;1,50;20,00;;"tpeFr";"Us";;1;"h3";"c3";;"mp-csu(Uwa)";"a1";"Ld2";"koh";;"qh";"qh";;"mp";"Uwa";
112;1;1;0,00;1,00;;"nHm";"Hn";;1;"h7";"c0";;"og-Hn";"s3";;"kru";"SV5";"qh";"qh";;"og";"Hn";
112;1;2;1,00;4,00;;"nHa";"Hn";;1;"h7";"c0";;"og-Hn";"s3";;"pol";"SV4";"qh";"qh";;"og";"Hn";
112;1;3;4,00;20,00;;"nHw";"Hn";;1;"h7";"c0";;"og-Hn";"s3";;"koh";"SV3";"qh";"qh";;"og";"Hn";
113;1;1;0,00;1,00;;"tpoAh";"Tu3";;1;"h5";"c0";;"mp-ut(Tpm)";"s4";"Ld3";"sub";;"qh";"qh";;"mp";"Tpm";
113;1;2;1,00;2,50;;"tpoAh-Gro";"Tu3";;1;"h5";"c0";;"mp-ut(Tpm)";"s4";"Ld3";"sub";;"qh";"qh";;"mp";"Tpm";
113;2;3;2,50;6,00;"II";"nHw";"Hn";;1;"h7";"c0";;"og-Hn";"s3";;"koh";"SV3";"qh";"qh";;"og";"Hn";
113;2;4;6,00;12,00;;"nHr1";"Hn";;1;"h7";"c0";;"og-Hn";"s4";;"koh";"SV3";"qh";"qh";;"og";"Hn";
113;2;5;12,00;20,00;;"nHr2";"Hn";;1;"h7";"c0";;"og-Hn";"s4";;"koh";"SV3";"qh";"qh";;"og";"Hn";
114;1;1;0,00;1,00;;"hHv";"Hh";;1;"h7";"c0";;"og-Hh";"s5";;"kru";"SV4";"qh";"qh";;"og";"Hh";
114;1;2;1,00;8,00;;"hHw";"Hh";;1;"h7";"c0";;"og-Hh";"s4";;"koh";"SV3";"qh";"qh";;"og";"Hh";
114;1;3;8,00;20,00;;"hHr";"Hh";;1;"h7";"c0";;"og-Hh";"s4";;"koh";"SV3";"qh";"qh";;"og";"Hh";
115;1;1;0,00;3,00;;"hHw1";"Hh";;1;"h7";"c0";;"og-Hh";"s5";;"koh";"SV3";"qh";"qh";;"og";"Hh";
115;1;2;3,00;6,00;;"hHw2";"Hh";;1;"h7";"c0";;"og-Hh";"s4";;"koh";"SV3";"qh";"qh";;"og";"Hh";
115;2;3;6,00;10,00;"II";"nHw";"Hn";;1;"h7";"c0";;"og-Hn";"s4";;"koh";"SV3";"qh";"qh";;"og";"Hn";
115;2;4;10,00;20,00;;"nHr";"Hn";;1;"h7";"c0";;"og-Hn";"s4";;"koh";"SV3";"qh";"qh";;"og";"Hn";
116;1;1;0,00;1,00;;"tpoAh";"Tu3";;1;"h5";"c0";;"mp-ut(Tpm)";"s4";"Ld3";"sub";;"qh";"qh";;"mp";"Tpm";
116;1;2;1,00;2,50;;"tpoAh-Gro";"Tu3";;1;"h5";"c0";;"mp-ut(Tpm)";"s4";"Ld3";"sub";;"qh";"qh";;"mp";"Tpm";
116;2;3;2,50;6,00;"II";"nHw";"Hn";;1;"h7";"c0";;"og-Hn";"s3";;"koh";"SV3";"qh";"qh";;"og";"Hn";
116;2;4;6,00;12,00;;"nHr1";"Hn";;1;"h7";"c0";;"og-Hn";"s4";;"koh";"SV3";"qh";"qh";;"og";"Hn";
116;2;5;12,00;20,00;;"nHr2";"Hn";;1;"h7";"c0";;"og-Hn";"s4";;"koh";"SV3";"qh";"qh";;"og";"Hn";
117;1;1;0,00;3,00;;"Ap";"Slu";"G";2;"h3";"c0";;"f-(k)sl(Lhf)";;"Ld2";;;"q";"q";;"f";"Lhf";
117;1;2;3,00;7,00;;"Go-Bv";"Sl4";"G";2;"h1";"c0";;"f-(k)sl(Lhf)";;"Ld3";;;"q";"q";;"f";"Lhf";
117;1;3;7,00;10,00;;"Bv-Go";"Sl3";"G";2;"h1";"c0";;"f-(k)ls(Lhf)";;"Ld3";;;"q";"q";;"f";"Lhf";
117;2;4;10,00;14,00;"II";"Go";"Ss";"G";2;"h0";"c0";;"f-(k)ss(Sf)";;"Ld3";;;"qp";"qp";;"f";"Sf";
117;2;5;14,00;20,00;;"Gr";"Ss";"G";2;"h0";"c0";;"f-(k)ss(Sf)";;"Ld3";;;"qp";"qp";;"f";"Sf";
118;1;1;0,00;3,00;;"Ap";"Sl3";"G";2;"h3";"c0";;"f-(k)ls(Shf)";;"Ld2";;;"qp";"qp";;"f";"Shf";
118;1;2;3,00;7,00;;"Go-Bv";"Sl3";"G";2;"h1";"c0";;"f-(k)ls(Shf)";;"Ld3";;;"qp";"qp";;"f";"Shf";
118;1;3;7,00;10,00;;"Bv-Go";"Sl2";"G";2;"h1";"c0";;"f-(k)ls(Shf)";;"Ld3";;;"qp";"qp";;"f";"Shf";
118;2;4;10,00;14,00;"II";"Go";"Ss";"G";2;"h0";"c0";;"f-(k)ss(Sf)";;"Ld3";;;"qp";"qp";;"f";"Sf";
118;2;5;14,00;20,00;;"Gr";"Ss";"G";2;"h0";"c0";;"f-(k)ss(Sf)";;"Ld3";;;"qp";"qp";;"f";"Sf";
119;1;1;0,00;3,00;;"Ap";"Slu";"G";2;"h3";"c0";;"ff-(k)sl(Shf)";;"Ld2";;;"qp";"qp";;"ff";"Shf";
119;1;2;3,00;7,00;;"Go";"Sl4";"G";2;"h1";"c0";;"ff-(k)sl(Shf)";;"Ld3";;;"qp";"qp";;"ff";"Shf";
119;2;3;7,00;20,00;"II";"Gr";"Ss";"G";2;"h0";"c0";;"f-(k)ss(Sf)";;"Ld3";;;"qp";"qp";;"f";"Sf";
120;1;1;0,00;3,00;;"Ap";"Sl3";"G";2;"h3";"c0";;"ff-(k)ls(Shf)";;"Ld2";;;"qp";"qp";;"ff";"Shf";
120;1;2;3,00;7,00;;"Go";"Sl3";"G";2;"h1";"c0";;"ff-(k)ls(Shf)";;"Ld3";;;"qp";"qp";;"ff";"Shf";
120;2;3;7,00;20,00;"II";"Gr";"Ss";"G";2;"h0";"c0";;"f-(k)ss(Sf)";;"Ld3";;;"qp";"qp";;"f";"Sf";
121;1;1;0,00;2,50;;"aeAp";"Ut4";;1;"h3";"c6";;"fo-tuc(Mfo)";;"Ld2";;;"qh";"qh";;"fo";"Mfo";
121;1;2;2,50;7,00;;"aelCv";"Ut3";;1;"h3";"c6";;"fo-luc(Mfo)";;"Ld2";;;"qh";"qh";;"fo";"Mfo";
121;1;3;7,00;10,00;;"elCv";"Ut3";;1;"h0";"c6";;"fo-luc(Mfo)";;"Ld3";;;"qh";"qh";;"fo";"Mfo";
121;2;4;10,00;20,00;"II";"aeGo";"Su2";;4;"h0";"c6";;"fo-lsc(Sfo)";;"Ld2";;;"qh";"qh";;"fo";"Sfo";
125;1;1;0,00;2,00;;"Ah";"Ls3";"G";1;"h4";"c2";;"fo-(c)ll(Mfo)";;"Ld2";;;"qh";"qh";;"fo";"Mfo";
125;1;2;2,00;4,00;;"eGo-Ah";"Lt2";"G";1;"h3";"c3";;"fo-cll(Mfo)";;"Ld2";;;"qh";"qh";;"fo";"Mfo";
125;1;3;4,00;20,00;;"eGo";"Ls3";"G";1;"h1";"c3";;"fo-cll(Mfo)";;"Ld3";;;"qh";"qh";;"fo";"Mfo";
130;1;1;0,00;3,00;;"aeAp";"Ut3";;2;"h2";"c5";;"fo-luc(Mfo)";;"Ld2";;;"qh";"qh";;"fo";"Mfo";
130;1;2;3,00;8,00;;"Mc";"Ut3";;2;"h1";"c5";;"fo-luc(Mfo)";;"Ld2";;;"qh";"qh";;"fo";"Mfo";
130;1;3;8,00;12,00;;"eGo";"Ut4";;2;"h1";"c5";;"fo-tuc(Mfo)";;"Ld2";;;"qh";"qh";;"fo";"Mfo";
130;1;4;12,00;20,00;;"eGr";"Ut4";;2;"h0";"c5";;"fo-tuc(Mfo)";;"Ld2";;;"qh";"qh";;"fo";"Mfo";
131;1;1;0,00;2,00;;"aeAp";"Lu";;1;"h4";"c5";;"fo-tuc(Mfo)";;"Ld3";;;"qh";"qh";;"fo";"Mfo";
131;1;2;2,00;4,00;;"Mc1";"Su4";;1;"h3";"c5";;"fo-usc(Mfo)";;"Ld2";;;"qh";"qh";;"fo";"Mfo";
131;1;3;4,00;8,50;;"Mc2";"Slu";;1;"h1";"c5";;"fo-slc(Mfo)";;"Ld2";;;"qh";"qh";;"fo";"Mfo";
131;1;4;8,50;20,00;;"elCv";"Sl2";;1;"h1";"c6";;"fo-lsc(Mfo)";;"Ld2";;;"qh";"qh";;"fo";"Mfo";
132;1;1;0,00;2,50;;"aeAp";"Ut4";;1;"h3";"c6";;"fo-tuc(Mfo)";;"Ld2";;;"qh";"qh";;"fo";"Mfo";
132;1;2;2,50;7,00;;"aelCv";"Ut3";;1;"h3";"c6";;"fo-luc(Mfo)";;"Ld2";;;"qh";"qh";;"fo";"Mfo";
132;1;3;7,00;10,00;;"elCv";"Ut3";;1;"h0";"c6";;"fo-luc(Mfo)";;"Ld3";;;"qh";"qh";;"fo";"Mfo";
132;2;4;10,00;20,00;"II";"aeGr";"Su2";;4;"h0";"c6";;"fo-lsc(Sfo)";;"Ld2";;;"qh";"qh";;"fo";"Sfo";
133;1;1;0,00;2,00;;"aAp";"Ls2";;1;"h3";"c0";;"fo-ll(Lfo)";;"Ld2";;;"qh";"qh";;"fo";"Lfo";
133;1;2;2,00;8,00;;"M1";"Lt2";;1;"h3";"c0";;"fo-ll(Lfo)";;"Ld3";;;"qh";"qh";;"fo";"Lfo";
133;1;3;8,00;10,50;;"M2";"Lt3";;1;"h3";"c0";;"fo-ut(Lfo)";;"Ld3";;;"qh";"qh";;"fo";"Lfo";
133;2;4;10,50;12,00;"II";"faAh";"Tu3";;1;"h2";"c0";;"fo-ut(Tfo)";;"Ld3";;;"qh";"qh";;"fo";"Tfo";
133;3;5;12,00;20,00;"III";"alCv";"Us";;1;"h0";"c0";;"fo-su(Ufo)";;"Ld2";;;"qh";"qh";;"fo";"Ufo";
134;1;1;0,00;2,00;;"aAh";"Ls2";;2;"h3";"c0";;"fo-ll(Lfo)";;"Ld3";;;"qh";"qh";;"fo";"Lfo";
134;2;2;2,00;4,50;"II";"aGo";"Tu4";;1;"h0";"c0";;"fo-ut(Tfo)";;"Ld3";;;"qh";"qh";;"fo";"Tfo";
134;3;3;4,50;20,00;"III";"aGr";"Lu";;1;"h0";"c0";;"fo-tu(Ufo)";;"Ld2";;;"qh";"qh";;"fo";"Ufo";
141;1;1;0,00;3,00;;"Ap";"Lt2";"G";2;"h4";"c0";;"fo-(k)ll(Lfo)";"s2";"Ld3";;;"qp";"qp";;"fo";"Lfo";
141;1;2;3,00;6,00;;"M";"Lt2";"G";2;"h2";"c1";;"fo-(k)ll(Lfo)";"s0";"Ld3";;;"qp";"qp";;"fo";"Lfo";
141;2;3;6,00;20,00;"II";"emCn";"Sl2";"G";6;"h0";"c4";;"ff-k(Gf)";"a1";"Ld3";;;"q";"q";;"ff";"Gf";
142;1;1;0,00;3,00;;"Ap";"Ls2";"G";2;"h3";"c0";;"ff-(k)ll(Lhf)";"s2";"Ld3";;;"q";"q";;"ff";"Lhf";
142;1;2;3,00;7,00;;"Bv";"Ls4";"G";2;"h1";"c0";;"ff-(k)ll(Lhf)";"s2";"Ld3";;;"q";"q";;"ff";"Lhf";
142;2;3;7,00;20,00;"II";"emCn";"Sl2";"G";6;"h0";"c4";;"ff-k(Gf)";"a1";"Ld3";;;"q";"q";;"ff";"Gf";
147;1;1;0,00;1,30;;"eAh";"Ls3";"G";3;"h4";"c3";;"fo-(k)cll(Mfo)";"a1";"Ld2";;;"qh";"qh";;"fo";"Mfo";
147;1;2;1,30;6,00;;"Mc";"Ls3";"G";4;"h2";"c3";;"fo-kcll(Mfo)";"a1";"Ld3";;;"qh";"qh";;"fo";"Mfo";
147;2;3;6,00;10,00;"II";"elCv";"Ss";"G";5;"h0";"c4";;"ff-cssk(Gf)";"a1";"Ld3";;;"q";"q";;"ff";"Gf";
147;2;4;10,00;15,00;;"eGr1";"Ss";"G";6;"h0";"c4";;"ff-k(Gf)";"a1";"Ld3";;;"q";"q";;"ff";"Gf";
147;2;5;15,00;20,00;;"eGr2";"Ss";"G";6;"h0";"c4";;"ff-k(Gf)";"a1";"Ld3";;;"q";"q";;"ff";"Gf";
148;1;1;0,00;2,50;;"Ap";"Ls3";"G";3;"h3";"c3";;"fo-(k)cll(Mfo)";"a1";"Ld2";;;"qh";"qh";;"fo";"Mfo";
148;1;2;2,50;6,00;;"Mc";"Ls3";"G";4;"h2";"c3";;"fo-kcll(Mfo)";"a1";"Ld3";;;"qh";"qh";;"fo";"Mfo";
148;2;3;6,00;10,00;"II";"elCv";"Ss";"G";5;"h0";"c4";;"ff-cssk(Gf)";"a1";"Ld3";;;"q";"q";;"ff";"Gf";
148;2;4;10,00;15,00;;"eGr1";"Ss";"G";6;"h0";"c4";;"ff-k(Gf)";"a1";"Ld3";;;"q";"q";;"ff";"Gf";
148;2;5;15,00;20,00;;"eGr2";"Ss";"G";6;"h0";"c4";;"ff-k(Gf)";"a1";"Ld3";;;"q";"q";;"ff";"Gf";
153;1;1;0,00;1,50;;"eAh";"Tu3";"G";2;"h4";"c3";;"fo-(k)cut(Mfo)";"a1";"Ld2";;;"qh";"qh";;"fo";"Mfo";
153;1;2;1,50;5,00;;"eM";"Tu3";"G";2;"h2";"c3";;"fo-(k)cut(Mfo)";"a1";"Ld3";;;"qh";"qh";;"fo";"Mfo";
153;1;3;5,00;7,00;;"eGo";"Sl3";"G";4;"h1";"c4";;"fo-kcls(Mfo)";"a1";"Ld3";;;"qh";"qh";;"fo";"Mfo";
153;2;4;7,00;10,00;"II";"eGro";"Ss";"G";6;"h0";"c4";;"ff-k(Gf)";"a1";"Ld3";;;"q";"q";;"ff";"Gf";
153;2;5;10,00;20,00;;"eGr";"Ss";"G";6;"h0";"c4";;"ff-k(Gf)";"a1";"Ld3";;;"q";"q";;"ff";"Gf";
157;1;1;0,00;1,30;;"Ah";"Sl3";"G";3;"h3";"c0";;"fo-(k)ls(Sfo)";"s3";"Ld2";;;"qh";"qh";;"fo";"Sfo";
157;1;2;1,30;3,00;;"M1";"Sl3";"G";3;"h2";"c0";;"fo-(k)ls(Sfo)";"s3";"Ld2";;;"qh";"qh";;"fo";"Sfo";
157;1;3;3,00;8,00;;"M2";"Sl2";"G";4;"h1";"c0";;"fo-kls(Sfo)";"s3";"Ld3";;;"qh";"qh";;"fo";"Sfo";
157;2;4;8,00;12,00;"II";"ilCv";"Ss";"G";5;"h0";"c0";;"ff-ssk(Gf)";"s3";"Ld3";;;"q";"q";;"ff";"Gf";
157;2;5;12,00;20,00;;"Go";"Ss";"G";6;"h0";"c0";;"ff-k(Gf)";"s3";"Ld3";;;"q";"q";;"ff";"Gf";
158;1;1;0,00;1,30;;"Ah";"Ls3";"G";2;"h3";"c1";;"fo-(k)ll(Mfo)";"s0";"Ld2";;;"qh";"qh";;"fo";"Mfo";
158;1;2;1,30;3,00;;"M1";"Ls3";"G";2;"h2";"c2";;"fo-(k)(c)ll(Mfo)";"s0";"Ld2";;;"qh";"qh";;"fo";"Mfo";
158;1;3;3,00;12,00;;"Mc2";"Ls4";"G";2;"h1";"c3";;"fo-(k)cll(Mfo)";"a1";"Ld3";;;"qh";"qh";;"fo";"Mfo";
